,word,output0,output1,output2,output3,output0_label,output1_label,output2_label,output3_label
461,agriculture,0.02,0.03,0.0,0.0,2,1,0,0
462,ah,0.04,0.03,0.0,0.03,3,1,0,2
463,ahead,0.05,0.0,0.03,0.07,4,0,1,5
464,ahem,0.0,0.03,0.0,0.0,0,1,0,0
465,ahistorical,0.01,0.0,0.0,0.0,1,0,0,0
466,ahmed,0.0,0.05,0.0,0.0,0,2,0,0
467,ahsahta,0.01,0.03,0.05,0.04,1,1,2,3
468,aid,0.02,0.13,0.08,0.0,2,5,3,0
469,aide,0.02,0.13,0.08,0.0,2,5,3,0
470,aides,0.02,0.13,0.08,0.0,2,5,3,0
471,aids,0.02,0.13,0.08,0.0,2,5,3,0
472,ailing,0.0,0.0,0.03,0.0,0,0,1,0
473,ailment,0.01,0.0,0.0,0.0,1,0,0,0
474,aim,0.06,0.03,0.03,0.04,5,1,1,3
475,aimed,0.06,0.03,0.03,0.04,5,1,1,3
476,aiming,0.06,0.03,0.03,0.04,5,1,1,3
477,aimlessness,0.0,0.0,0.03,0.0,0,0,1,0
478,aims,0.06,0.03,0.03,0.04,5,1,1,3
479,air,0.34,0.26,0.41,0.33,29,10,16,23
480,aired,0.34,0.26,0.41,0.33,29,10,16,23
481,airiest,0.0,0.0,0.0,0.01,0,0,0,1
482,airing,0.34,0.26,0.41,0.33,29,10,16,23
483,airless,0.01,0.0,0.0,0.0,1,0,0,0
484,airlie,0.01,0.03,0.0,0.0,1,1,0,0
485,airline,0.0,0.0,0.03,0.01,0,0,1,1
486,airlines,0.0,0.0,0.03,0.01,0,0,1,1
487,airplane,0.0,0.0,0.0,0.06,0,0,0,4
488,airport,0.02,0.03,0.03,0.01,2,1,1,1
489,airraid,0.0,0.0,0.03,0.0,0,0,1,0
490,airrendering,0.0,0.03,0.0,0.0,0,1,0,0
491,airs,0.34,0.26,0.41,0.33,29,10,16,23
492,airship,0.0,0.0,0.0,0.01,0,0,0,1
493,airwaves,0.01,0.0,0.0,0.0,1,0,0,0
494,airy,0.0,0.03,0.0,0.0,0,1,0,0
495,ajax,0.0,0.0,0.03,0.0,0,0,1,0
496,ajescude@hotmailcom,0.0,0.0,0.0,0.01,0,0,0,1
497,akin,0.02,0.0,0.05,0.01,2,0,2,1
498,akron,0.01,0.0,0.0,0.0,1,0,0,0
499,al,0.01,0.0,0.0,0.01,1,0,0,1
500,ala,0.01,0.03,0.05,0.03,1,1,2,2
501,alabama,0.06,0.03,0.0,0.01,5,1,0,1
502,alan,0.02,0.16,0.05,0.09,2,6,2,6
503,alarm,0.06,0.08,0.05,0.0,5,3,2,0
504,alarmed,0.06,0.08,0.05,0.0,5,3,2,0
505,alarming,0.06,0.08,0.05,0.0,5,3,2,0
506,alarmingly,0.06,0.08,0.05,0.0,5,3,2,0
507,alarms,0.06,0.08,0.05,0.0,5,3,2,0
508,alas,0.01,0.03,0.05,0.03,1,1,2,2
509,alaska,0.0,0.0,0.03,0.0,0,0,1,0
510,albany,0.0,0.03,0.03,0.0,0,1,1,0
511,albatross,0.0,0.03,0.0,0.0,0,1,0,0
512,albeit,0.01,0.0,0.0,0.01,1,0,0,1
513,alberdeston,0.02,0.0,0.0,0.0,2,0,0,0
514,albert,0.01,0.0,0.0,0.04,1,0,0,3
515,alberta,0.0,0.0,0.0,0.01,0,0,0,1
516,albertine,0.0,0.0,0.03,0.0,0,0,1,0
517,alberts,0.01,0.0,0.0,0.04,1,0,0,3
518,albino,0.0,0.0,0.0,0.01,0,0,0,1
519,album,0.0,0.0,0.03,0.03,0,0,1,2
520,albums,0.0,0.0,0.03,0.03,0,0,1,2
521,albuquerque,0.0,0.0,0.03,0.0,0,0,1,0
522,alcatraz,0.0,0.0,0.03,0.0,0,0,1,0
523,alchemic,0.0,0.0,0.08,0.0,0,0,3,0
524,alchemical,0.0,0.0,0.08,0.0,0,0,3,0
525,alchemist,0.0,0.03,0.0,0.0,0,1,0,0
526,alchemy,0.0,0.0,0.03,0.0,0,0,1,0
527,alcohol,0.0,0.0,0.03,0.03,0,0,1,2
528,alcoholic,0.0,0.0,0.03,0.03,0,0,1,2
529,alcove,0.0,0.0,0.0,0.01,0,0,0,1
530,aleatorist,0.0,0.03,0.0,0.0,0,1,0,0
531,aleatory,0.0,0.0,0.03,0.01,0,0,1,1
532,alejandro,0.0,0.0,0.0,0.04,0,0,0,3
533,aleksander,0.01,0.0,0.0,0.0,1,0,0,0
534,alert,0.06,0.03,0.0,0.01,5,1,0,1
535,alerted,0.06,0.03,0.0,0.01,5,1,0,1
536,alertness,0.06,0.03,0.0,0.01,5,1,0,1
537,alerts,0.06,0.03,0.0,0.01,5,1,0,1
538,alethia,0.0,0.0,0.0,0.03,0,0,0,2
539,alex,0.0,0.0,0.0,0.03,0,0,0,2
540,alexander,0.01,0.0,0.0,0.0,1,0,0,0
541,alexandra,0.02,0.0,0.0,0.0,2,0,0,0
542,alexandria,0.0,0.0,0.0,0.01,0,0,0,1
543,alexis,0.08,0.0,0.0,0.0,7,0,0,0
544,alfier,0.0,0.0,0.05,0.0,0,0,2,0
545,alfred,0.0,0.13,0.05,0.03,0,5,2,2
546,algal,0.0,0.0,0.0,0.01,0,0,0,1
547,algebraone,0.0,0.0,0.0,0.01,0,0,0,1
548,algorithm,0.0,0.0,0.03,0.0,0,0,1,0
549,algos,0.0,0.03,0.0,0.0,0,1,0,0
550,ali,0.0,0.0,0.03,0.0,0,0,1,0
551,alibi,0.01,0.0,0.0,0.0,1,0,0,0
552,alice,0.07,0.0,0.31,0.07,6,0,12,5
553,alices,0.07,0.0,0.31,0.07,6,0,12,5
554,alicia,0.01,0.0,0.03,0.0,1,0,1,0
555,alien,0.05,0.03,0.1,0.26,4,1,4,18
556,alienated,0.05,0.03,0.1,0.26,4,1,4,18
557,alienating,0.05,0.03,0.1,0.26,4,1,4,18
558,alienation,0.05,0.03,0.1,0.26,4,1,4,18
559,aliens,0.05,0.03,0.1,0.26,4,1,4,18
560,alighieri,0.0,0.0,0.03,0.03,0,0,1,2
561,alight,0.01,0.03,0.0,0.0,1,1,0,0
562,alighting,0.01,0.03,0.0,0.0,1,1,0,0
563,align,0.02,0.0,0.08,0.04,2,0,3,3
564,aligning,0.02,0.0,0.08,0.04,2,0,3,3
565,alignment,0.02,0.0,0.08,0.04,2,0,3,3
566,aligns,0.02,0.0,0.08,0.04,2,0,3,3
567,alike,0.02,0.05,0.08,0.01,2,2,3,1
568,alistair,0.0,0.0,0.0,0.01,0,0,0,1
569,alive,0.14,0.21,0.08,0.14,12,8,3,10
570,alkaseltzer,0.01,0.0,0.0,0.0,1,0,0,0
571,allan,0.0,0.0,0.0,0.01,0,0,0,1
572,allconception,0.01,0.0,0.0,0.0,1,0,0,0
573,allconsuming,0.01,0.0,0.03,0.0,1,0,1,0
574,allegiance,0.01,0.03,0.0,0.01,1,1,0,1
575,allegiances,0.01,0.03,0.0,0.01,1,1,0,1
576,allegorical,0.0,0.0,0.0,0.04,0,0,0,3
577,allegorizing,0.0,0.0,0.0,0.04,0,0,0,3
578,allegory,0.05,0.0,0.0,0.03,4,0,0,2
579,allegri,0.0,0.0,0.03,0.0,0,0,1,0
580,allen,0.28,0.03,0.44,0.06,24,1,17,4
581,allencompassing,0.0,0.0,0.0,0.03,0,0,0,2
582,allens,0.28,0.03,0.44,0.06,24,1,17,4
583,aller,0.0,0.0,0.03,0.0,0,0,1,0
584,alley,0.0,0.05,0.05,0.01,0,2,2,1
585,alliance,0.01,0.0,0.0,0.03,1,0,0,2
586,allied,0.01,0.0,0.0,0.01,1,0,0,1
587,allinall,0.0,0.0,0.03,0.0,0,0,1,0
588,allison,0.02,0.0,0.0,0.0,2,0,0,0
589,alliteration,0.06,0.05,0.05,0.01,5,2,2,1
590,alliterative,0.05,0.0,0.0,0.0,4,0,0,0
591,allknowing,0.0,0.03,0.0,0.0,0,1,0,0
592,allnight,0.01,0.0,0.0,0.0,1,0,0,0
593,allotment,0.0,0.03,0.0,0.0,0,1,0,0
594,allout,0.0,0.0,0.0,0.01,0,0,0,1
595,alloverthemap,0.01,0.0,0.0,0.0,1,0,0,0
596,allow,0.6,0.47,0.59,0.33,51,18,23,23
597,allowances,0.6,0.47,0.59,0.33,51,18,23,23
598,allowed,0.6,0.47,0.59,0.33,51,18,23,23
599,allowing,0.6,0.47,0.59,0.33,51,18,23,23
600,allows,0.6,0.47,0.59,0.33,51,18,23,23
601,allperhaps,0.0,0.0,0.0,0.01,0,0,0,1
602,allstars,0.01,0.0,0.0,0.0,1,0,0,0
603,allsum,0.01,0.0,0.0,0.0,1,0,0,0
604,allterrain,0.0,0.03,0.0,0.0,0,1,0,0
605,alltouches,0.01,0.0,0.0,0.0,1,0,0,0
606,allude,0.06,0.03,0.08,0.06,5,1,3,4
607,alluded,0.06,0.03,0.08,0.06,5,1,3,4
608,alludes,0.06,0.03,0.08,0.06,5,1,3,4
609,allure,0.02,0.0,0.0,0.01,2,0,0,1
610,allusion,0.06,0.08,0.18,0.14,5,3,7,10
611,allusions,0.06,0.08,0.18,0.14,5,3,7,10
612,allusive,0.06,0.08,0.18,0.14,5,3,7,10
613,allwheel,0.0,0.03,0.0,0.0,0,1,0,0
614,ally,0.01,0.0,0.0,0.01,1,0,0,1
615,almagest,0.01,0.0,0.0,0.0,1,0,0,0
616,almanac,0.01,0.0,0.0,0.03,1,0,0,2
617,almansur,0.0,0.0,0.0,0.01,0,0,0,1
618,almond,0.0,0.0,0.03,0.0,0,0,1,0
619,almondpale,0.0,0.0,0.03,0.0,0,0,1,0
620,almost,0.4,0.24,0.23,0.62,34,9,9,43
621,almostrandom,0.0,0.03,0.0,0.0,0,1,0,0
622,aloft,0.01,0.03,0.0,0.01,1,1,0,1
623,alone,0.39,0.05,0.18,0.32,33,2,7,22
624,aloneness,0.39,0.05,0.18,0.32,33,2,7,22
625,along,0.25,0.47,0.28,0.33,21,18,11,23
626,alongseasons,0.0,0.03,0.0,0.0,0,1,0,0
627,alongside,0.08,0.13,0.08,0.12,7,5,3,8
628,aloof,0.0,0.03,0.0,0.0,0,1,0,0
629,aloud,0.07,0.13,0.03,0.03,6,5,1,2
630,alphabet,0.13,0.11,0.03,0.0,11,4,1,0
631,alphabetical,0.13,0.11,0.03,0.0,11,4,1,0
632,alphabetized,0.13,0.11,0.03,0.0,11,4,1,0
633,alps,0.01,0.0,0.0,0.0,1,0,0,0
634,already,0.29,0.21,0.31,0.23,25,8,12,16
635,alright,0.0,0.0,0.03,0.01,0,0,1,1
636,also,1.62,1.34,1.67,2.12,138,51,65,146
637,alsoand,0.0,0.0,0.03,0.0,0,0,1,0
638,altar,0.0,0.0,0.03,0.0,0,0,1,0
639,alter,0.08,0.05,0.15,0.03,7,2,6,2
640,altered,0.08,0.05,0.15,0.03,7,2,6,2
641,altering,0.08,0.05,0.15,0.03,7,2,6,2
642,alternate,0.19,0.11,0.13,0.1,16,4,5,7
643,alternately,0.19,0.11,0.13,0.1,16,4,5,7
644,alternates,0.19,0.11,0.13,0.1,16,4,5,7
645,alternating,0.19,0.11,0.13,0.1,16,4,5,7
646,alternative,0.19,0.11,0.13,0.1,16,4,5,7
647,alternatives,0.19,0.11,0.13,0.1,16,4,5,7
648,alters,0.08,0.05,0.15,0.03,7,2,6,2
649,although,0.33,0.26,0.59,0.26,28,10,23,18
650,altitude,0.01,0.0,0.0,0.0,1,0,0,0
651,alto,0.01,0.0,0.0,0.0,1,0,0,0
652,altogether,0.02,0.0,0.05,0.01,2,0,2,1
653,altoona,0.0,0.0,0.03,0.0,0,0,1,0
654,aluminum,0.01,0.0,0.0,0.0,1,0,0,0
655,alurista,0.0,0.0,0.0,0.19,0,0,0,13
656,aluristas,0.0,0.0,0.0,0.19,0,0,0,13
657,alveoli,0.0,0.0,0.0,0.01,0,0,0,1
658,alvin,0.0,0.0,0.0,0.01,0,0,0,1
659,always,0.62,0.61,0.79,0.72,53,23,31,50
660,alzheimer,0.01,0.0,0.08,0.01,1,0,3,1
661,alzheimers,0.01,0.0,0.08,0.01,1,0,3,1
662,amalgamations,0.0,0.03,0.0,0.0,0,1,0,0
663,amanda,0.01,0.0,0.0,0.0,1,0,0,0
664,amassing,0.02,0.0,0.0,0.03,2,0,0,2
665,amateur,0.02,0.03,0.03,0.04,2,1,1,3
666,amateurish,0.0,0.03,0.0,0.0,0,1,0,0
667,amateurs,0.02,0.03,0.03,0.04,2,1,1,3
668,amaying,0.01,0.0,0.0,0.0,1,0,0,0
669,amaze,0.07,0.0,0.03,0.03,6,0,1,2
670,amazing,0.07,0.0,0.03,0.03,6,0,1,2
671,amazingif,0.01,0.0,0.0,0.0,1,0,0,0
672,amazingly,0.07,0.0,0.03,0.03,6,0,1,2
673,amazon,0.01,0.0,0.0,0.03,1,0,0,2
674,ambassador,0.0,0.03,0.0,0.0,0,1,0,0
675,amber,0.01,0.03,0.0,0.0,1,1,0,0
676,ambiance,0.0,0.0,0.0,0.01,0,0,0,1
677,ambiguities,0.07,0.08,0.08,0.09,6,3,3,6
678,ambiguity,0.07,0.08,0.08,0.09,6,3,3,6
679,ambiguous,0.07,0.08,0.08,0.09,6,3,3,6
680,ambiguousdimension,0.0,0.0,0.03,0.0,0,0,1,0
681,ambiguously,0.07,0.08,0.08,0.09,6,3,3,6
682,ambition,0.06,0.0,0.05,0.06,5,0,2,4
683,ambitions,0.06,0.0,0.05,0.06,5,0,2,4
684,ambitious,0.02,0.0,0.08,0.07,2,0,3,5
685,ambivalence,0.11,0.08,0.13,0.0,9,3,5,0
686,ambivalences,0.11,0.08,0.13,0.0,9,3,5,0
687,ambivalent,0.11,0.08,0.13,0.0,9,3,5,0
688,ambles,0.0,0.03,0.0,0.0,0,1,0,0
689,ambrose,0.01,0.0,0.0,0.0,1,0,0,0
690,ambulance,0.0,0.0,0.0,0.01,0,0,0,1
691,amele,0.04,0.0,0.0,0.0,3,0,0,0
692,ameles,0.04,0.0,0.0,0.0,3,0,0,0
693,amemento,0.0,0.03,0.0,0.0,0,1,0,0
694,amen,0.01,0.0,0.0,0.0,1,0,0,0
695,amends,0.01,0.0,0.0,0.0,1,0,0,0
696,america,0.12,0.32,0.18,0.28,10,12,7,19
697,american,0.32,0.76,0.77,0.84,27,29,30,58
698,americana,0.01,0.0,0.0,0.03,1,0,0,2
699,americanized,0.32,0.76,0.77,0.84,27,29,30,58
700,americanmade,0.0,0.03,0.0,0.0,0,1,0,0
701,americans,0.32,0.76,0.77,0.84,27,29,30,58
702,americas,0.12,0.32,0.18,0.28,10,12,7,19
703,amerika,0.0,0.03,0.0,0.0,0,1,0,0
704,amethyst,0.0,0.03,0.0,0.0,0,1,0,0
705,amiable,0.0,0.0,0.03,0.0,0,0,1,0
706,amid,0.04,0.03,0.13,0.01,3,1,5,1
707,amidst,0.04,0.0,0.0,0.06,3,0,0,4
708,amirah,0.0,0.03,0.0,0.0,0,1,0,0
709,ammons,0.0,0.0,0.0,0.03,0,0,0,2
710,amnesty,0.0,0.03,0.0,0.0,0,1,0,0
711,among,0.28,0.37,0.31,0.46,24,14,12,32
712,amongothers,0.01,0.0,0.0,0.0,1,0,0,0
713,amongst,0.05,0.03,0.0,0.03,4,1,0,2
714,amorphous,0.0,0.0,0.03,0.0,0,0,1,0
715,amount,0.04,0.05,0.13,0.04,3,2,5,3
716,amounts,0.04,0.05,0.13,0.04,3,2,5,3
717,amp,0.0,0.0,0.0,0.01,0,0,0,1
718,ampersand,0.0,0.0,0.0,0.01,0,0,0,1
719,amphitheaters,0.0,0.0,0.03,0.0,0,0,1,0
720,ample,0.05,0.0,0.0,0.0,4,0,0,0
721,amplified,0.0,0.0,0.0,0.03,0,0,0,2
722,amplifies,0.0,0.0,0.0,0.03,0,0,0,2
723,amplitude,0.01,0.0,0.0,0.0,1,0,0,0
724,amputated,0.01,0.0,0.05,0.01,1,0,2,1
725,amputee,0.0,0.0,0.0,0.01,0,0,0,1
726,ams,0.0,0.0,0.0,0.01,0,0,0,1
727,amsterdam,0.01,0.03,0.0,0.0,1,1,0,0
728,amuse,0.04,0.05,0.03,0.01,3,2,1,1
729,amused,0.04,0.05,0.03,0.01,3,2,1,1
730,amusement,0.04,0.05,0.03,0.01,3,2,1,1
731,amusing,0.04,0.05,0.03,0.01,3,2,1,1
732,amy,0.01,0.05,0.0,0.01,1,2,0,1
733,anacreon,0.0,0.0,0.0,0.19,0,0,0,13
734,anagrammatic,0.0,0.0,0.03,0.0,0,0,1,0
735,analemma,0.0,0.0,0.0,0.01,0,0,0,1
736,analogies,0.01,0.0,0.03,0.03,1,0,1,2
737,analogue,0.0,0.0,0.0,0.01,0,0,0,1
738,analogy,0.01,0.0,0.03,0.03,1,0,1,2
739,analyses,0.01,0.0,0.0,0.0,1,0,0,0
740,analysis,0.07,0.0,0.0,0.04,6,0,0,3
741,analytic,0.0,0.03,0.0,0.0,0,1,0,0
742,analyze,0.05,0.0,0.03,0.0,4,0,1,0
743,analyzer,0.05,0.0,0.03,0.0,4,0,1,0
744,analyzing,0.05,0.0,0.03,0.0,4,0,1,0
745,anaphora,0.02,0.0,0.0,0.01,2,0,0,1
746,anaphoric,0.01,0.0,0.03,0.0,1,0,1,0
747,anarchic,0.02,0.0,0.0,0.01,2,0,0,1
748,anarchy,0.01,0.0,0.0,0.0,1,0,0,0
749,anatomy,0.02,0.0,0.05,0.03,2,0,2,2
750,ancestor,0.04,0.03,0.05,0.04,3,1,2,3
751,ancestors,0.04,0.03,0.05,0.04,3,1,2,3
752,ancestral,0.0,0.03,0.0,0.01,0,1,0,1
753,ancestress,0.01,0.0,0.0,0.0,1,0,0,0
754,ancestry,0.0,0.03,0.0,0.0,0,1,0,0
755,anchor,0.04,0.08,0.05,0.06,3,3,2,4
756,anchored,0.04,0.08,0.05,0.06,3,3,2,4
757,anchoring,0.04,0.08,0.05,0.06,3,3,2,4
758,anchors,0.04,0.08,0.05,0.06,3,3,2,4
759,ancient,0.11,0.08,0.26,0.13,9,3,10,9
760,ancillary,0.0,0.0,0.0,0.01,0,0,0,1
761,anda,0.0,0.03,0.0,0.0,0,1,0,0
762,andaffection,0.0,0.0,0.0,0.01,0,0,0,1
763,andamong,0.0,0.03,0.0,0.0,0,1,0,0
764,ander,0.0,0.0,0.0,0.01,0,0,0,1
765,anderschorns,0.0,0.0,0.0,0.03,0,0,0,2
766,andersens,0.02,0.0,0.0,0.0,2,0,0,0
767,andersons,0.0,0.0,0.03,0.01,0,0,1,1
768,anderssens,0.0,0.0,0.0,0.01,0,0,0,1
769,andha,0.0,0.0,0.0,0.01,0,0,0,1
770,andi,0.01,0.0,0.0,0.06,1,0,0,4
771,andin,0.01,0.0,0.0,0.0,1,0,0,0
772,andindivisible,0.0,0.03,0.0,0.0,0,1,0,0
773,andnow,0.01,0.0,0.0,0.0,1,0,0,0
774,andor,0.02,0.03,0.05,0.12,2,1,2,8
775,andperhaps,0.01,0.0,0.0,0.0,1,0,0,0
776,andrew,0.06,0.05,0.21,0.16,5,2,8,11
777,andrews,0.06,0.05,0.21,0.16,5,2,8,11
778,andromeda,0.0,0.03,0.0,0.0,0,1,0,0
779,andronicus,0.0,0.0,0.03,0.0,0,0,1,0
780,andschozphrene,0.01,0.0,0.0,0.0,1,0,0,0
781,andthe,0.01,0.0,0.03,0.0,1,0,1,0
782,andtuesday,0.0,0.0,0.0,0.01,0,0,0,1
783,andwhen,0.01,0.0,0.0,0.0,1,0,0,0
784,andy,0.01,0.0,0.0,0.06,1,0,0,4
785,andzaldúas,0.0,0.05,0.0,0.0,0,2,0,0
786,and??chewedup,0.01,0.0,0.0,0.0,1,0,0,0
787,anecdotal,0.05,0.05,0.03,0.01,4,2,1,1
788,anecdote,0.05,0.05,0.03,0.01,4,2,1,1
789,anemic,0.0,0.0,0.03,0.0,0,0,1,0
790,anemone,0.0,0.08,0.0,0.0,0,3,0,0
791,anemones,0.0,0.08,0.0,0.0,0,3,0,0
792,anent,0.01,0.0,0.0,0.0,1,0,0,0
793,anew,0.01,0.0,0.05,0.01,1,0,2,1
794,angel,0.04,0.13,0.15,0.23,3,5,6,16
795,angela,0.02,0.0,0.0,0.0,2,0,0,0
796,angeles,0.04,0.13,0.15,0.23,3,5,6,16
797,angelic,0.04,0.13,0.15,0.23,3,5,6,16
798,angels,0.04,0.13,0.15,0.23,3,5,6,16
799,angelstoo,0.0,0.0,0.0,0.01,0,0,0,1
800,anger,0.08,0.05,0.03,0.03,7,2,1,2
801,angie,0.0,0.0,0.0,0.01,0,0,0,1
802,angle,0.06,0.0,0.05,0.03,5,0,2,2
803,angles,0.06,0.0,0.05,0.03,5,0,2,2
804,angling,0.06,0.0,0.05,0.03,5,0,2,2
805,anglo,0.01,0.0,0.0,0.0,1,0,0,0
806,anglophone,0.01,0.0,0.0,0.0,1,0,0,0
807,anglosaxon,0.02,0.0,0.0,0.0,2,0,0,0
808,angry,0.06,0.0,0.03,0.03,5,0,1,2
809,angstridden,0.0,0.0,0.0,0.01,0,0,0,1
810,anguish,0.05,0.11,0.03,0.03,4,4,1,2
811,anguished,0.05,0.11,0.03,0.03,4,4,1,2
812,angular,0.01,0.0,0.0,0.01,1,0,0,1
813,anhedonia,0.01,0.0,0.0,0.0,1,0,0,0
814,anhwei,0.06,0.0,0.0,0.0,5,0,0,0
815,anile,0.0,0.0,0.0,0.01,0,0,0,1
816,animal,0.39,0.29,0.26,0.2,33,11,10,14
817,animals,0.39,0.29,0.26,0.2,33,11,10,14
818,animalsespecially,0.01,0.0,0.0,0.0,1,0,0,0
819,animalsmostly,0.0,0.0,0.03,0.0,0,0,1,0
820,animate,0.39,0.29,0.26,0.2,33,11,10,14
821,animated,0.39,0.29,0.26,0.2,33,11,10,14
822,animates,0.39,0.29,0.26,0.2,33,11,10,14
823,animating,0.39,0.29,0.26,0.2,33,11,10,14
824,animation,0.39,0.29,0.26,0.2,33,11,10,14
825,animistic,0.01,0.0,0.0,0.0,1,0,0,0
826,anique,0.04,0.0,0.0,0.0,3,0,0,0
827,anita,0.02,0.05,0.0,0.0,2,2,0,0
828,anjard,0.02,0.0,0.0,0.0,2,0,0,0
829,ankle,0.02,0.0,0.03,0.0,2,0,1,0
830,ankleburrs,0.01,0.0,0.0,0.0,1,0,0,0
831,ankles,0.02,0.0,0.03,0.0,2,0,1,0
832,ann,0.33,0.0,0.18,0.03,28,0,7,2
833,anna,0.13,0.13,0.05,0.0,11,5,2,0
834,annandale,0.01,0.0,0.0,0.0,1,0,0,0
835,anne,0.33,0.0,0.18,0.03,28,0,7,2
836,anneal,0.0,0.03,0.0,0.0,0,1,0,0
837,annes,0.33,0.0,0.18,0.03,28,0,7,2
838,annie,0.04,0.0,0.0,0.13,3,0,0,9
839,annies,0.04,0.0,0.0,0.13,3,0,0,9
840,annihilation,0.02,0.03,0.03,0.01,2,1,1,1
841,anniversary,0.01,0.03,0.0,0.01,1,1,0,1
842,annotated,0.0,0.08,0.03,0.01,0,3,1,1
843,annotation,0.0,0.08,0.03,0.01,0,3,1,1
844,annotations,0.0,0.08,0.03,0.01,0,3,1,1
845,announce,0.04,0.0,0.1,0.09,3,0,4,6
846,announced,0.04,0.0,0.1,0.09,3,0,4,6
847,announcement,0.04,0.0,0.1,0.09,3,0,4,6
848,announces,0.04,0.0,0.1,0.09,3,0,4,6
849,announcing,0.04,0.0,0.1,0.09,3,0,4,6
850,annoyance,0.04,0.0,0.0,0.03,3,0,0,2
851,annoyed,0.04,0.0,0.0,0.03,3,0,0,2
852,annoying,0.04,0.0,0.0,0.03,3,0,0,2
853,annoyingly,0.04,0.0,0.0,0.03,3,0,0,2
854,annual,0.04,0.0,0.03,0.01,3,0,1,1
855,annular,0.01,0.0,0.0,0.0,1,0,0,0
856,annulled,0.01,0.0,0.03,0.0,1,0,1,0
857,annulment,0.01,0.0,0.03,0.0,1,0,1,0
858,anoint,0.01,0.0,0.03,0.03,1,0,1,2
859,anointed,0.01,0.0,0.03,0.03,1,0,1,2
860,anointing,0.01,0.0,0.03,0.03,1,0,1,2
861,anomaly,0.0,0.0,0.0,0.01,0,0,0,1
862,anonymity,0.09,0.08,0.05,0.04,8,3,2,3
863,anonymous,0.09,0.08,0.05,0.04,8,3,2,3
864,anorexic,0.01,0.0,0.0,0.0,1,0,0,0
865,another,0.94,1.21,1.33,0.96,80,46,52,66
866,anotherdayanotherdollar,0.0,0.0,0.03,0.0,0,0,1,0
867,anothers,0.94,1.21,1.33,0.96,80,46,52,66
868,anselm,0.0,0.0,0.0,0.03,0,0,0,2
869,answer,0.24,0.26,0.38,0.29,20,10,15,20
870,answered,0.24,0.26,0.38,0.29,20,10,15,20
871,answering,0.24,0.26,0.38,0.29,20,10,15,20
872,answers,0.24,0.26,0.38,0.29,20,10,15,20
873,answersthe,0.0,0.03,0.0,0.0,0,1,0,0
874,ant,0.01,0.11,0.0,0.0,1,4,0,0
875,antagonist,0.01,0.0,0.0,0.01,1,0,0,1
876,antagonistic,0.01,0.0,0.0,0.01,1,0,0,1
877,antarctica,0.0,0.0,0.0,0.01,0,0,0,1
878,ante,0.01,0.11,0.0,0.0,1,4,0,0
879,anteaters,0.0,0.0,0.0,0.01,0,0,0,1
880,antecedent,0.0,0.0,0.03,0.01,0,0,1,1
881,antecedents,0.0,0.0,0.03,0.01,0,0,1,1
882,antenna,0.01,0.03,0.03,0.0,1,1,1,0
883,antennae,0.01,0.03,0.03,0.0,1,1,1,0
884,anterior,0.01,0.0,0.0,0.0,1,0,0,0
885,anthem,0.0,0.03,0.03,0.01,0,1,1,1
886,anthing,0.01,0.0,0.0,0.0,1,0,0,0
887,anthologies,0.08,0.16,0.08,0.22,7,6,3,15
888,anthologized,0.08,0.16,0.08,0.22,7,6,3,15
889,anthology,0.08,0.16,0.08,0.22,7,6,3,15
890,anthologywhich,0.0,0.0,0.0,0.01,0,0,0,1
891,anthony,0.0,0.0,0.0,0.03,0,0,0,2
892,anthropological,0.0,0.0,0.0,0.01,0,0,0,1
893,anthropomorphic,0.01,0.03,0.05,0.01,1,1,2,1
894,anthropomorphism,0.01,0.03,0.05,0.01,1,1,2,1
895,anthropomorphized,0.01,0.03,0.05,0.01,1,1,2,1
896,anthropomorphizes,0.01,0.03,0.05,0.01,1,1,2,1
897,antiacademia,0.0,0.0,0.0,0.01,0,0,0,1
898,antiacademic,0.0,0.0,0.0,0.01,0,0,0,1
899,antiblurb,0.0,0.0,0.03,0.0,0,0,1,0
900,antichrist,0.01,0.0,0.0,0.0,1,0,0,0
901,anticipated,0.05,0.05,0.05,0.01,4,2,2,1
902,anticipates,0.05,0.05,0.05,0.01,4,2,2,1
903,anticipating,0.05,0.05,0.05,0.01,4,2,2,1
904,anticipation,0.05,0.05,0.05,0.01,4,2,2,1
905,anticipatorily,0.0,0.0,0.03,0.0,0,0,1,0
906,anticipatory,0.01,0.0,0.0,0.0,1,0,0,0
907,antics,0.01,0.0,0.05,0.0,1,0,2,0
908,antidote,0.01,0.0,0.0,0.0,1,0,0,0
909,antiestablishment,0.0,0.0,0.0,0.01,0,0,0,1
910,antigones,0.01,0.0,0.0,0.0,1,0,0,0
911,antihero,0.01,0.0,0.0,0.01,1,0,0,1
912,antilles,0.0,0.0,0.03,0.0,0,0,1,0
913,antilogic,0.0,0.0,0.0,0.01,0,0,0,1
914,antilove,0.01,0.0,0.0,0.0,1,0,0,0
915,antimatter,0.0,0.03,0.0,0.01,0,1,0,1
916,antin,0.0,0.0,0.0,0.04,0,0,0,3
917,antinature,0.0,0.0,0.03,0.0,0,0,1,0
918,antinovel,0.01,0.0,0.0,0.0,1,0,0,0
919,antins,0.0,0.0,0.0,0.04,0,0,0,3
920,antinuke,0.0,0.0,0.0,0.01,0,0,0,1
921,antipasto,0.01,0.0,0.0,0.0,1,0,0,0
